problem_id,seed,experiment_type,iteration_0_completion_tokens,iteration_1_completion_tokens,iteration_2_completion_tokens,iteration_3_completion_tokens,iteration_4_completion_tokens
2024-I-5,seed0,firstk,8556.0,9997,13928,14608,10624
2024-I-6,seed0,firstk,2630.0,8677,2241,1810,2741
2024-I-7,seed0,firstk,5998.0,4273,3698,3399,3178
2024-I-8,seed0,firstk,26011.0,11653,14480,14900,20010
2024-I-9,seed0,firstk,10258.0,14008,6235,8969,5889
2024-II-1,seed0,firstk,4018.0,2165,4854,5444,4927
2024-II-10,seed0,firstk,8520.0,6872,19166,5467,7538
2024-II-11,seed0,firstk,21785.0,5108,14291,14122,21031
2024-II-12,seed0,firstk,7894.0,10167,18201,5504,4270
2024-II-13,seed0,firstk,6317.0,4812,4324,5331,5270
2024-II-14,seed0,firstk,30294.0,25904,17183,21930,11834
2024-II-15,seed0,firstk,13911.0,14525,11568,21377,17003
2024-II-2,seed0,firstk,10094.0,3798,11262,4183,9201
2024-II-3,seed0,firstk,20670.0,15738,4205,3262,4318
2024-II-4,seed0,firstk,3631.0,3018,3434,3560,3127
2024-II-5,seed0,firstk,13799.0,11989,9991,7217,2147
2024-II-6,seed0,firstk,3068.0,3296,3649,4062,32000
2024-II-7,seed0,firstk,10052.0,11045,7062,14954,5548
2024-II-8,seed0,firstk,32000.0,16650,19652,20261,32000
2024-II-9,seed0,firstk,32000.0,17133,9309,3897,16027
21,seed0,firstk,7030.0,6115,6871,6319,6519
22,seed0,firstk,10965.0,12995,7611,12273,8830
23,seed0,firstk,6968.0,9380,4240,6148,5069
24,seed0,firstk,21898.0,15992,5250,10129,12045
25,seed0,firstk,13981.0,9247,12257,10259,10161
26,seed0,firstk,9547.0,5969,26790,10223,8347
27,seed0,firstk,25213.0,22778,32000,19347,18559
28,seed0,firstk,18625.0,16273,27473,32000,9094
29,seed0,firstk,32000.0,21415,24430,24497,14481
3,seed0,firstk,4472.0,3443,3091,3968,3224
4,seed0,firstk,14677.0,10416,9657,21867,14120
5,seed0,firstk,26645.0,8046,5543,23141,13231
6,seed0,firstk,6401.0,32000,32000,13002,32000
7,seed0,firstk,15132.0,12682,11488,17793,9300
8,seed0,firstk,7391.0,7536,5810,5835,4099
9,seed0,firstk,18934.0,17233,18007,5199,13103
0,seed0,lastk,4685.0,3054,2940,2855,2660
1,seed0,lastk,2916.0,2248,2863,1726,2074
10,seed0,lastk,14605.0,9407,6581,3471,2314
11,seed0,lastk,22273.0,14618,6754,5625,5709
12,seed0,lastk,23767.0,20701,7041,14503,8449
13,seed0,lastk,8871.0,13882,6188,3622,6352
14,seed0,lastk,27238.0,13239,12967,6198,1460
15,seed0,lastk,4024.0,2800,3202,3156,2504
16,seed0,lastk,2103.0,1925,2271,1699,1380
17,seed0,lastk,28432.0,11555,17383,18895,6731
18,seed0,lastk,3822.0,6869,3025,2156,2264
19,seed0,lastk,15869.0,22658,11765,10754,11239
2,seed0,lastk,22490.0,6350,6617,11626,7994
20,seed0,lastk,11677.0,15088,20050,15896,12811
2024-I-1,seed0,lastk,3785.0,2959,2125,2831,2796
2024-I-10,seed0,lastk,18091.0,23669,4943,15831,11594
2024-I-11,seed0,lastk,11407.0,11008,19412,16576,15220
2024-I-12,seed0,lastk,15581.0,11189,5615,4455,2279
2024-I-13,seed0,lastk,9952.0,6446,4178,3342,5753
2024-I-14,seed0,lastk,13111.0,18785,6143,6291,7287
2024-I-15,seed0,lastk,6745.0,6836,5850,8185,4008
2024-I-2,seed0,lastk,8744.0,4353,1901,1898,2155
2024-I-3,seed0,lastk,5380.0,2297,2345,2272,2045
2024-I-4,seed0,lastk,2818.0,2109,1442,1737,1248
2024-I-5,seed0,lastk,8556.0,15672,8932,3214,4288
2024-I-6,seed0,lastk,2630.0,2372,1076,1664,1496
2024-I-7,seed0,lastk,5998.0,2452,2848,3171,2673
2024-I-8,seed0,lastk,26011.0,12345,8684,10976,5372
2024-I-9,seed0,lastk,10258.0,2213,11005,18634,4451
2024-II-1,seed0,lastk,4018.0,4318,3579,5480,12201
2024-II-10,seed0,lastk,8520.0,8196,2958,3211,2929
2024-II-11,seed0,lastk,21785.0,8146,23326,6069,5360
2024-II-12,seed0,lastk,7894.0,3104,4739,3437,3996
2024-II-13,seed0,lastk,6317.0,3188,3066,4217,4104
2024-II-14,seed0,lastk,30294.0,5963,9715,5419,1811
2024-II-15,seed0,lastk,13911.0,11184,8351,13048,6051
2024-II-2,seed0,lastk,10094.0,4875,3429,3254,1130
2024-II-3,seed0,lastk,20670.0,3325,8382,2747,2127
2024-II-4,seed0,lastk,3631.0,2968,2966,2813,3720
2024-II-5,seed0,lastk,13799.0,8976,2981,2118,981
2024-II-6,seed0,lastk,3068.0,3915,2100,1899,1898
2024-II-7,seed0,lastk,10052.0,6423,3974,7582,6312
2024-II-8,seed0,lastk,32000.0,23217,20136,17502,16943
2024-II-9,seed0,lastk,32000.0,12244,12171,8034,7882
21,seed0,lastk,7030.0,4643,4273,5907,3075
22,seed0,lastk,10965.0,23608,7447,2870,3776
23,seed0,lastk,6968.0,7423,10909,3811,4345
24,seed0,lastk,21898.0,17334,11967,19483,8008
25,seed0,lastk,13981.0,6871,7341,3903,1745
26,seed0,lastk,9547.0,7366,8477,20401,11370
27,seed0,lastk,25213.0,22952,13021,11968,9757
28,seed0,lastk,18625.0,13961,12880,13489,5318
29,seed0,lastk,32000.0,17197,11085,15497,8157
3,seed0,lastk,4472.0,2537,3649,3252,3087
4,seed0,lastk,14677.0,13358,9573,6754,11870
5,seed0,lastk,26645.0,18925,22837,10688,7942
6,seed0,lastk,6401.0,4689,9206,3682,4567
7,seed0,lastk,15132.0,15198,8605,7187,4031
8,seed0,lastk,7391.0,5298,4417,2819,2475
9,seed0,lastk,18934.0,12663,11479,6833,6119
0,seed0,postThink,4685.0,5329,3270,3071,3195
1,seed0,postThink,2916.0,2186,4275,2313,1908
10,seed0,postThink,14605.0,11061,8583,14016,8824
11,seed0,postThink,22273.0,7629,13779,6254,12944
12,seed0,postThink,23767.0,28129,23590,24326,32000
13,seed0,postThink,8871.0,6325,5854,6468,6329
14,seed0,postThink,27238.0,17095,15007,16139,17969
15,seed0,postThink,4024.0,2866,2971,3292,3351
16,seed0,postThink,2103.0,1695,2218,2478,1756
17,seed0,postThink,28432.0,22692,22854,19945,14672
18,seed0,postThink,3822.0,10189,2933,2763,3224
19,seed0,postThink,15869.0,11896,8691,5415,7598
2,seed0,postThink,22490.0,17335,23885,18474,13580
20,seed0,postThink,11677.0,20276,18067,19606,8146
2024-I-1,seed0,postThink,3785.0,3655,2728,2715,2555
2024-I-10,seed0,postThink,18091.0,9154,9979,12639,12656
2024-I-11,seed0,postThink,11407.0,8947,16212,11880,13030
2024-I-12,seed0,postThink,15581.0,12510,8461,13227,9556
2024-I-13,seed0,postThink,9952.0,7363,3861,7059,3524
2024-I-14,seed0,postThink,13111.0,8133,4792,2939,3786
2024-I-15,seed0,postThink,6745.0,2808,4148,3897,4864
2024-I-2,seed0,postThink,8744.0,4378,5597,3631,2650
2024-I-3,seed0,postThink,5380.0,3577,2662,2479,2820
2024-I-4,seed0,postThink,2818.0,2579,2516,1636,1990
2024-I-5,seed0,postThink,8556.0,6898,5797,4670,3913
2024-I-6,seed0,postThink,2630.0,5007,2803,2347,2341
2024-I-7,seed0,postThink,5998.0,3399,3364,5512,4022
2024-I-8,seed0,postThink,26011.0,14948,9092,24946,12462
2024-I-9,seed0,postThink,10258.0,7736,8728,5974,4829
2024-II-1,seed0,postThink,4018.0,3764,3579,5826,4522
2024-II-10,seed0,postThink,8520.0,4071,3012,2409,2388
2024-II-11,seed0,postThink,21785.0,8466,9797,9131,5362
2024-II-12,seed0,postThink,7894.0,6250,4242,2935,1995
2024-II-13,seed0,postThink,6317.0,2986,3969,6604,3544
2024-II-14,seed0,postThink,30294.0,12942,8663,4619,3559
2024-II-15,seed0,postThink,13911.0,18088,16101,17200,13474
2024-II-2,seed0,postThink,10094.0,4296,6569,5483,5256
2024-II-3,seed0,postThink,20670.0,5680,3551,2448,3028
2024-II-4,seed0,postThink,3631.0,5062,3232,2898,2634
2024-II-5,seed0,postThink,13799.0,5121,7409,5310,1441
2024-II-6,seed0,postThink,3068.0,3381,2742,2242,3353
2024-II-7,seed0,postThink,10052.0,8529,4239,17016,5131
2024-II-8,seed0,postThink,32000.0,12918,12946,22458,6169
2024-II-9,seed0,postThink,32000.0,32000,14631,9148,6147
21,seed0,postThink,7030.0,6598,7007,4785,3446
22,seed0,postThink,10965.0,6684,6968,4217,9067
23,seed0,postThink,6968.0,6321,4517,6560,3760
24,seed0,postThink,21898.0,19015,11938,22360,22320
25,seed0,postThink,13981.0,8355,15669,8270,18163
26,seed0,postThink,9547.0,11125,14256,4680,11680
27,seed0,postThink,25213.0,23426,16665,20674,21423
28,seed0,postThink,18625.0,12755,11085,17240,14221
29,seed0,postThink,32000.0,16182,18791,13354,11914
3,seed0,postThink,4472.0,3353,2805,2032,2626
4,seed0,postThink,14677.0,21534,19297,13153,11934
5,seed0,postThink,26645.0,15450,29069,24840,19859
6,seed0,postThink,6401.0,5957,7253,4218,1921
7,seed0,postThink,15132.0,16368,10619,17894,15229
8,seed0,postThink,7391.0,6136,4888,4962,4214
9,seed0,postThink,18934.0,14609,12102,6267,23310
0,seed0,wait,4685.0,1798,945,1496,1047
1,seed0,wait,2916.0,702,1440,785,754
2,seed0,wait,22490.0,389,740,570,237
3,seed0,wait,4472.0,1181,1742,1690,1113
4,seed0,wait,14677.0,936,862,802,806
5,seed0,wait,26645.0,8192,7894,574,8192
6,seed0,wait,6401.0,2180,1325,751,661
7,seed0,wait,15132.0,365,459,645,1213
8,seed0,wait,7391.0,1790,1086,999,930
9,seed0,wait,18934.0,351,457,239,192
10,seed0,wait,14605.0,330,1014,442,390
11,seed0,wait,22273.0,673,853,734,643
12,seed0,wait,23767.0,1400,1323,1057,673
13,seed0,wait,8871.0,2650,1377,871,972
14,seed0,wait,27238.0,1436,905,903,447
15,seed0,wait,4024.0,1904,3248,1067,766
16,seed0,wait,2103.0,1431,949,1378,742
17,seed0,wait,28432.0,415,69,1469,2145
18,seed0,wait,3822.0,1226,989,968,811
19,seed0,wait,15869.0,2268,1036,1159,3914
20,seed0,wait,11677.0,5174,1038,1086,1246
21,seed0,wait,7030.0,2934,912,946,1060
22,seed0,wait,10965.0,2007,1194,1464,762
23,seed0,wait,6968.0,1895,1451,692,740
24,seed0,wait,21898.0,562,195,144,5557
25,seed0,wait,13981.0,1726,798,724,648
26,seed0,wait,9547.0,1705,773,1400,1168
27,seed0,wait,25213.0,623,1698,633,588
28,seed0,wait,18625.0,677,912,1145,604
29,seed0,wait,32000.0,4259,398,915,1335
2024-I-3,seed0,wait,5380.0,660,553,691,963
2024-II-12,seed0,wait,7894.0,722,860,965,752
2024-I-12,seed0,wait,15581.0,732,554,527,481
2024-II-4,seed0,wait,3631.0,1583,847,1062,906
2024-I-11,seed0,wait,11407.0,901,1667,534,967
2024-I-4,seed0,wait,2818.0,1009,1012,1296,1198
2024-II-3,seed0,wait,20670.0,59,125,61,120
2024-I-2,seed0,wait,8744.0,616,1062,513,1189
2024-II-11,seed0,wait,21785.0,1476,1592,1407,933
2024-II-6,seed0,wait,3068.0,1470,1652,641,762
2024-I-1,seed0,wait,3785.0,1082,875,1850,932
2024-I-7,seed0,wait,5998.0,1169,2720,963,1067
2024-I-6,seed0,wait,2630.0,981,1435,872,999
2024-I-13,seed0,wait,9952.0,691,631,691,684
2024-II-7,seed0,wait,10052.0,871,2153,1382,1384
2024-I-15,seed0,wait,6745.0,1126,786,589,934
2024-II-10,seed0,wait,8520.0,955,832,929,810
2024-II-15,seed0,wait,13911.0,1951,685,326,327
2024-II-14,seed0,wait,30294.0,514,552,678,500
2024-I-8,seed0,wait,26011.0,2796,2333,8192,167
2024-II-1,seed0,wait,4018.0,926,1245,1094,610
2024-II-2,seed0,wait,10094.0,2751,752,771,432
2024-I-9,seed0,wait,10258.0,1062,5276,836,448
2024-II-5,seed0,wait,13799.0,1833,3654,626,2220
2024-I-14,seed0,wait,13111.0,1077,579,601,659
2024-I-5,seed0,wait,8556.0,773,1182,1310,699
2024-II-13,seed0,wait,6317.0,1381,2081,1931,1148
2024-I-10,seed0,wait,18091.0,967,677,8192,2961
2024-II-8,seed0,wait,32000.0,4404,2955,1024,119
2024-II-9,seed0,wait,32000.0,8192,131,8192,8192
0,seed0,answer_only,4685.0,4052,2957,4075,3291
1,seed0,answer_only,2916.0,5223,2601,2305,3180
10,seed0,answer_only,14605.0,10048,13559,32000,13905
11,seed0,answer_only,22273.0,22075,15963,10141,9848
12,seed0,answer_only,23767.0,32000,26823,20813,32000
13,seed0,answer_only,8871.0,8372,8644,15222,10873
14,seed0,answer_only,27238.0,19756,21961,17793,30561
15,seed0,answer_only,4024.0,2221,3086,3384,3402
16,seed0,answer_only,2103.0,2648,2503,3076,2559
17,seed0,answer_only,28432.0,16074,18797,15909,21807
18,seed0,answer_only,3822.0,3778,4481,3424,3455
19,seed0,answer_only,15869.0,17346,13147,14646,17263
2,seed0,answer_only,22490.0,13427,19225,14951,22515
20,seed0,answer_only,11677.0,12906,22812,12420,18369
2024-I-1,seed0,answer_only,3785.0,3658,2428,2768,3145
2024-I-10,seed0,answer_only,18091.0,9139,26994,32000,13197
2024-I-11,seed0,answer_only,11407.0,19681,18006,13313,21626
2024-I-12,seed0,answer_only,15581.0,7790,10321,10186,14554
2024-I-13,seed0,answer_only,9952.0,8019,12529,9587,7885
2024-I-14,seed0,answer_only,13111.0,5032,5026,5403,10392
2024-I-15,seed0,answer_only,6745.0,4513,16098,13173,17834
2024-I-2,seed0,answer_only,8744.0,7652,2017,1937,7436
2024-I-3,seed0,answer_only,5380.0,5215,4461,3905,2899
2024-I-4,seed0,answer_only,2818.0,2927,2014,3358,2743
2024-I-5,seed0,answer_only,8556.0,6090,23053,17247,11070
2024-I-6,seed0,answer_only,2630.0,3054,3122,3447,4589
2024-I-7,seed0,answer_only,5998.0,3094,2999,4077,3264
2024-I-8,seed0,answer_only,26011.0,15472,13062,19176,18485
2024-I-9,seed0,answer_only,10258.0,9576,7172,5903,11068
2024-II-1,seed0,answer_only,4018.0,10206,10168,4186,16517
2024-II-10,seed0,answer_only,8520.0,18655,5985,22394,4801
2024-II-11,seed0,answer_only,21785.0,12601,10368,9484,9938
2024-II-12,seed0,answer_only,7894.0,8804,4486,6590,4924
2024-II-13,seed0,answer_only,6317.0,4937,4545,4446,4188
2024-II-14,seed0,answer_only,30294.0,28217,31686,13804,24432
2024-II-15,seed0,answer_only,13911.0,12750,19520,17318,12743
2024-II-2,seed0,answer_only,10094.0,3572,9568,12981,6186
2024-II-3,seed0,answer_only,20670.0,14859,20248,5870,10448
2024-II-4,seed0,answer_only,3631.0,3487,3318,3965,3630
2024-II-5,seed0,answer_only,13799.0,6981,9470,7143,8053
2024-II-6,seed0,answer_only,3068.0,2702,3159,4645,3318
2024-II-7,seed0,answer_only,10052.0,9992,8506,10128,7404
2024-II-8,seed0,answer_only,32000.0,28380,21917,24599,32000
2024-II-9,seed0,answer_only,32000.0,11026,11847,7017,8086
21,seed0,answer_only,7030.0,14012,9478,17185,20272
22,seed0,answer_only,10965.0,23077,19659,11709,20749
23,seed0,answer_only,6968.0,6433,9126,6673,5531
24,seed0,answer_only,21898.0,15871,24054,10850,15601
25,seed0,answer_only,13981.0,15722,7944,13857,14606
26,seed0,answer_only,9547.0,18659,5727,9078,7476
27,seed0,answer_only,25213.0,23775,26355,21447,32000
28,seed0,answer_only,18625.0,19206,5436,12742,13940
29,seed0,answer_only,32000.0,15299,16586,20078,28501
3,seed0,answer_only,4472.0,4747,7042,3170,3028
4,seed0,answer_only,14677.0,15172,18223,6284,17378
5,seed0,answer_only,26645.0,7998,32000,12037,5176
6,seed0,answer_only,6401.0,18649,13454,32000,32000
7,seed0,answer_only,15132.0,6225,15026,20138,9686
8,seed0,answer_only,7391.0,10924,8740,9124,9481
9,seed0,answer_only,18934.0,18656,21608,12285,10556
0,seed1,backtracking,3322.0,4259,4120,2589,2346
1,seed1,backtracking,2748.0,1783,2235,3635,2598
10,seed1,backtracking,6848.0,4441,13725,8789,4103
11,seed1,backtracking,8986.0,5414,4239,4654,4853
12,seed1,backtracking,28421.0,21964,15067,21973,13067
13,seed1,backtracking,10342.0,7965,8292,5028,3517
14,seed1,backtracking,24547.0,20913,13811,14623,12883
15,seed1,backtracking,4971.0,3034,3045,3431,3589
16,seed1,backtracking,3723.0,2572,2473,3043,2832
17,seed1,backtracking,14226.0,12115,6491,13183,8662
18,seed1,backtracking,4963.0,6097,3370,3374,3473
19,seed1,backtracking,12525.0,12579,11675,9729,10289
2,seed1,backtracking,15395.0,13273,13252,29501,14888
20,seed1,backtracking,6891.0,7179,23210,3335,4446
2024-I-1,seed1,backtracking,3893.0,3105,3044,1943,2550
2024-I-10,seed1,backtracking,13378.0,7738,23900,6901,18232
2024-I-11,seed1,backtracking,17950.0,10932,11252,21058,17069
2024-I-12,seed1,backtracking,15116.0,13689,9776,9219,9880
2024-I-13,seed1,backtracking,19864.0,7175,11746,3293,5608
2024-I-14,seed1,backtracking,13975.0,19823,8416,6675,5399
2024-I-15,seed1,backtracking,24199.0,9870,7769,4811,3435
2024-I-2,seed1,backtracking,5201.0,2525,3577,3226,2303
2024-I-3,seed1,backtracking,3917.0,2290,2307,2175,1714
2024-I-4,seed1,backtracking,2652.0,1972,1803,1500,1624
2024-I-5,seed1,backtracking,14117.0,14338,6981,7295,2859
2024-I-6,seed1,backtracking,4667.0,1373,1036,6489,1939
2024-I-7,seed1,backtracking,5572.0,3172,2790,2686,3287
2024-I-8,seed1,backtracking,14900.0,16335,15247,6818,9571
2024-I-9,seed1,backtracking,8391.0,4666,3549,4871,6504
2024-II-1,seed1,backtracking,3595.0,2080,2220,2139,1166
2024-II-10,seed1,backtracking,6682.0,9352,7421,4775,4623
2024-II-11,seed1,backtracking,14608.0,9248,8247,17038,9142
2024-II-12,seed1,backtracking,5192.0,2206,2511,2846,2076
2024-II-13,seed1,backtracking,5288.0,5233,4859,3784,4519
2024-II-14,seed1,backtracking,26281.0,21714,17378,3750,5471
2024-II-15,seed1,backtracking,17573.0,12267,32000,13292,18311
2024-II-2,seed1,backtracking,8446.0,3136,1646,2852,3370
2024-II-3,seed1,backtracking,31156.0,19665,27918,21541,13061
2024-II-4,seed1,backtracking,3752.0,3695,2977,3255,2775
2024-II-5,seed1,backtracking,8737.0,5041,5972,5761,3348
2024-II-6,seed1,backtracking,32000.0,32000,24898,20125,21561
2024-II-7,seed1,backtracking,10568.0,7717,4442,7326,6966
2024-II-8,seed1,backtracking,22723.0,14297,14356,19127,18418
2024-II-9,seed1,backtracking,13955.0,6086,6001,5957,3019
21,seed1,backtracking,9594.0,5227,8497,3945,5427
22,seed1,backtracking,11973.0,9662,21012,9528,5569
23,seed1,backtracking,11704.0,3055,3323,7054,5774
