problem_id,seed,experiment_type,iteration_0_completion_tokens,iteration_1_completion_tokens,iteration_2_completion_tokens,iteration_3_completion_tokens,iteration_4_completion_tokens
2024-II-5,seed0,backtracking,,5042.0,4734.0,3270.0,4305.0
2024-II-6,seed0,backtracking,,3000.0,2464.0,2278.0,2446.0
2024-II-7,seed0,backtracking,,8192.0,8192.0,4890.0,3856.0
2024-II-8,seed0,backtracking,,8192.0,8192.0,8192.0,4736.0
2024-II-9,seed0,backtracking,,8192.0,8192.0,8192.0,8192.0
21,seed0,backtracking,,5731.0,8192.0,4488.0,5456.0
22,seed0,backtracking,,8192.0,6265.0,5591.0,3622.0
23,seed0,backtracking,,8192.0,6008.0,3688.0,5125.0
24,seed0,backtracking,,8192.0,8192.0,8192.0,8192.0
25,seed0,backtracking,,8192.0,8192.0,8192.0,8192.0
26,seed0,backtracking,,8192.0,5966.0,7670.0,6770.0
27,seed0,backtracking,,8192.0,8192.0,8192.0,6441.0
28,seed0,backtracking,,8192.0,6812.0,5882.0,4251.0
29,seed0,backtracking,,8192.0,8192.0,8192.0,8192.0
3,seed0,backtracking,,3109.0,3019.0,2834.0,2691.0
4,seed0,backtracking,,8192.0,8192.0,8192.0,3028.0
5,seed0,backtracking,,8192.0,8192.0,7910.0,8192.0
6,seed0,backtracking,,5016.0,5748.0,8192.0,4201.0
7,seed0,backtracking,,8192.0,8192.0,8192.0,8192.0
8,seed0,backtracking,,6279.0,5217.0,3082.0,4044.0
9,seed0,backtracking,,8192.0,8192.0,8192.0,8192.0
0,seed0,base_sum,4685.0,3064.0,2925.0,2786.0,3534.0
1,seed0,base_sum,2916.0,3683.0,2112.0,2254.0,2113.0
10,seed0,base_sum,8192.0,8192.0,8192.0,3645.0,3627.0
11,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,4844.0
12,seed0,base_sum,8192.0,8192.0,6789.0,5068.0,8192.0
13,seed0,base_sum,8192.0,7918.0,8192.0,6633.0,8033.0
14,seed0,base_sum,8192.0,8192.0,6563.0,7982.0,7436.0
15,seed0,base_sum,4024.0,3649.0,3199.0,3644.0,3265.0
16,seed0,base_sum,2103.0,1694.0,2064.0,1733.0,1823.0
17,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
18,seed0,base_sum,3822.0,8192.0,8192.0,4214.0,2713.0
19,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
2,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,5402.0
20,seed0,base_sum,8192.0,8192.0,6982.0,5158.0,8192.0
2024-I-1,seed0,base_sum,3785.0,3082.0,3830.0,1905.0,2731.0
2024-I-10,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
2024-I-11,seed0,base_sum,8192.0,6878.0,5722.0,8192.0,8192.0
2024-I-12,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
2024-I-13,seed0,base_sum,8192.0,3925.0,7463.0,3471.0,5238.0
2024-I-14,seed0,base_sum,8192.0,6621.0,4469.0,3753.0,8192.0
2024-I-15,seed0,base_sum,6745.0,3974.0,3309.0,5771.0,4713.0
2024-I-2,seed0,base_sum,8192.0,5145.0,4575.0,6484.0,5148.0
2024-I-3,seed0,base_sum,5380.0,3075.0,2817.0,2348.0,2746.0
2024-I-4,seed0,base_sum,2818.0,2094.0,1719.0,1580.0,1757.0
2024-I-5,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,4225.0
2024-I-6,seed0,base_sum,2630.0,4930.0,4770.0,3887.0,2945.0
2024-I-7,seed0,base_sum,5998.0,3690.0,3665.0,4497.0,3319.0
2024-I-8,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
2024-I-9,seed0,base_sum,8192.0,8192.0,7016.0,3048.0,8192.0
2024-II-1,seed0,base_sum,4018.0,3602.0,3215.0,4259.0,3789.0
2024-II-10,seed0,base_sum,8192.0,6025.0,8192.0,7304.0,5064.0
2024-II-11,seed0,base_sum,8192.0,6074.0,7764.0,4892.0,5045.0
2024-II-12,seed0,base_sum,7894.0,4735.0,4631.0,3126.0,1614.0
2024-II-13,seed0,base_sum,6317.0,3519.0,2645.0,4063.0,3457.0
2024-II-14,seed0,base_sum,8192.0,8192.0,8192.0,5014.0,7327.0
2024-II-15,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
2024-II-2,seed0,base_sum,8192.0,5934.0,4989.0,4136.0,4491.0
2024-II-3,seed0,base_sum,8192.0,3455.0,4386.0,4344.0,4334.0
2024-II-4,seed0,base_sum,3631.0,3240.0,2516.0,4418.0,3171.0
2024-II-5,seed0,base_sum,8192.0,6170.0,8192.0,6632.0,8192.0
2024-II-6,seed0,base_sum,3068.0,1945.0,3695.0,2847.0,3111.0
2024-II-7,seed0,base_sum,8192.0,8192.0,5745.0,8113.0,6999.0
2024-II-8,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
2024-II-9,seed0,base_sum,8192.0,8192.0,7252.0,4192.0,6558.0
21,seed0,base_sum,7030.0,8192.0,4277.0,6319.0,8192.0
22,seed0,base_sum,8192.0,7668.0,6869.0,3521.0,2870.0
23,seed0,base_sum,6968.0,4371.0,3199.0,4389.0,4617.0
24,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
25,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
26,seed0,base_sum,8192.0,8192.0,6222.0,8192.0,5283.0
27,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
28,seed0,base_sum,8192.0,8192.0,5406.0,8192.0,4235.0
29,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
3,seed0,base_sum,4472.0,3325.0,3667.0,2970.0,3000.0
4,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
5,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
6,seed0,base_sum,6401.0,8192.0,8112.0,8192.0,8192.0
7,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,6166.0
8,seed0,base_sum,7391.0,5629.0,3878.0,2249.0,2900.0
9,seed0,base_sum,8192.0,8192.0,8192.0,8192.0,8192.0
0,seed0,firstk,,3903.0,3357.0,3185.0,2581.0
1,seed0,firstk,,3192.0,2239.0,2673.0,2744.0
10,seed0,firstk,,8192.0,6243.0,8192.0,8192.0
11,seed0,firstk,,8192.0,6502.0,8192.0,8192.0
12,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
13,seed0,firstk,,8192.0,8192.0,7686.0,8192.0
14,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
15,seed0,firstk,,3765.0,2777.0,8192.0,2789.0
16,seed0,firstk,,2420.0,1751.0,2089.0,3047.0
17,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
18,seed0,firstk,,3165.0,4040.0,2375.0,2895.0
19,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
20,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2024-I-1,seed0,firstk,,4042.0,1607.0,2893.0,3281.0
2024-I-10,seed0,firstk,,8192.0,8192.0,5516.0,8192.0
2024-I-11,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2024-I-12,seed0,firstk,,6753.0,7141.0,8192.0,7173.0
2024-I-13,seed0,firstk,,6548.0,6108.0,8192.0,7764.0
2024-I-14,seed0,firstk,,5523.0,7511.0,8192.0,8192.0
2024-I-15,seed0,firstk,,8192.0,8192.0,8192.0,6858.0
2024-I-2,seed0,firstk,,7509.0,1238.0,1551.0,5872.0
2024-I-3,seed0,firstk,,4035.0,3116.0,3672.0,2805.0
2024-I-4,seed0,firstk,,2208.0,2132.0,1974.0,3161.0
2024-I-5,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2024-I-6,seed0,firstk,,8192.0,2241.0,1810.0,2741.0
2024-I-7,seed0,firstk,,4273.0,3698.0,3399.0,3178.0
2024-I-8,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2024-I-9,seed0,firstk,,8192.0,6235.0,8192.0,5889.0
2024-II-1,seed0,firstk,,2165.0,4854.0,5444.0,4927.0
2024-II-10,seed0,firstk,,6872.0,8192.0,5467.0,7538.0
2024-II-11,seed0,firstk,,5108.0,8192.0,8192.0,8192.0
2024-II-12,seed0,firstk,,8192.0,8192.0,5504.0,4270.0
2024-II-13,seed0,firstk,,4812.0,4324.0,5331.0,5270.0
2024-II-14,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2024-II-15,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2024-II-2,seed0,firstk,,3798.0,8192.0,4183.0,8192.0
2024-II-3,seed0,firstk,,8192.0,4205.0,3262.0,4318.0
2024-II-4,seed0,firstk,,3018.0,3434.0,3560.0,3127.0
2024-II-5,seed0,firstk,,8192.0,8192.0,7217.0,2147.0
2024-II-6,seed0,firstk,,3296.0,3649.0,4062.0,8192.0
2024-II-7,seed0,firstk,,8192.0,7062.0,8192.0,5548.0
2024-II-8,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
2024-II-9,seed0,firstk,,8192.0,8192.0,3897.0,8192.0
21,seed0,firstk,,6115.0,6871.0,6319.0,6519.0
22,seed0,firstk,,8192.0,7611.0,8192.0,8192.0
23,seed0,firstk,,8192.0,4240.0,6148.0,5069.0
24,seed0,firstk,,8192.0,5250.0,8192.0,8192.0
25,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
26,seed0,firstk,,5969.0,8192.0,8192.0,8192.0
27,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
28,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
29,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
3,seed0,firstk,,3443.0,3091.0,3968.0,3224.0
4,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
5,seed0,firstk,,8046.0,5543.0,8192.0,8192.0
6,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
7,seed0,firstk,,8192.0,8192.0,8192.0,8192.0
8,seed0,firstk,,7536.0,5810.0,5835.0,4099.0
9,seed0,firstk,,8192.0,8192.0,5199.0,8192.0
0,seed0,lastk,,3054.0,2940.0,2855.0,2660.0
1,seed0,lastk,,2248.0,2863.0,1726.0,2074.0
10,seed0,lastk,,8192.0,6581.0,3471.0,2314.0
11,seed0,lastk,,8192.0,6754.0,5625.0,5709.0
12,seed0,lastk,,8192.0,7041.0,8192.0,8192.0
13,seed0,lastk,,8192.0,6188.0,3622.0,6352.0
14,seed0,lastk,,8192.0,8192.0,6198.0,1460.0
15,seed0,lastk,,2800.0,3202.0,3156.0,2504.0
16,seed0,lastk,,1925.0,2271.0,1699.0,1380.0
17,seed0,lastk,,8192.0,8192.0,8192.0,6731.0
18,seed0,lastk,,6869.0,3025.0,2156.0,2264.0
19,seed0,lastk,,8192.0,8192.0,8192.0,8192.0
2,seed0,lastk,,6350.0,6617.0,8192.0,7994.0
20,seed0,lastk,,8192.0,8192.0,8192.0,8192.0
2024-I-1,seed0,lastk,,2959.0,2125.0,2831.0,2796.0
2024-I-10,seed0,lastk,,8192.0,4943.0,8192.0,8192.0
2024-I-11,seed0,lastk,,8192.0,8192.0,8192.0,8192.0
2024-I-12,seed0,lastk,,8192.0,5615.0,4455.0,2279.0
2024-I-13,seed0,lastk,,6446.0,4178.0,3342.0,5753.0
2024-I-14,seed0,lastk,,8192.0,6143.0,6291.0,7287.0
2024-I-15,seed0,lastk,,6836.0,5850.0,8185.0,4008.0
2024-I-2,seed0,lastk,,4353.0,1901.0,1898.0,2155.0
2024-I-3,seed0,lastk,,2297.0,2345.0,2272.0,2045.0
2024-I-4,seed0,lastk,,2109.0,1442.0,1737.0,1248.0
2024-I-5,seed0,lastk,,8192.0,8192.0,3214.0,4288.0
2024-I-6,seed0,lastk,,2372.0,1076.0,1664.0,1496.0
2024-I-7,seed0,lastk,,2452.0,2848.0,3171.0,2673.0
2024-I-8,seed0,lastk,,8192.0,8192.0,8192.0,5372.0
2024-I-9,seed0,lastk,,2213.0,8192.0,8192.0,4451.0
2024-II-1,seed0,lastk,,4318.0,3579.0,5480.0,8192.0
2024-II-10,seed0,lastk,,8192.0,2958.0,3211.0,2929.0
2024-II-11,seed0,lastk,,8146.0,8192.0,6069.0,5360.0
2024-II-12,seed0,lastk,,3104.0,4739.0,3437.0,3996.0
2024-II-13,seed0,lastk,,3188.0,3066.0,4217.0,4104.0
2024-II-14,seed0,lastk,,5963.0,8192.0,5419.0,1811.0
2024-II-15,seed0,lastk,,8192.0,8192.0,8192.0,6051.0
2024-II-2,seed0,lastk,,4875.0,3429.0,3254.0,1130.0
2024-II-3,seed0,lastk,,3325.0,8192.0,2747.0,2127.0
2024-II-4,seed0,lastk,,2968.0,2966.0,2813.0,3720.0
2024-II-5,seed0,lastk,,8192.0,2981.0,2118.0,981.0
2024-II-6,seed0,lastk,,3915.0,2100.0,1899.0,1898.0
2024-II-7,seed0,lastk,,6423.0,3974.0,7582.0,6312.0
2024-II-8,seed0,lastk,,8192.0,8192.0,8192.0,8192.0
2024-II-9,seed0,lastk,,8192.0,8192.0,8034.0,7882.0
21,seed0,lastk,,4643.0,4273.0,5907.0,3075.0
22,seed0,lastk,,8192.0,7447.0,2870.0,3776.0
23,seed0,lastk,,7423.0,8192.0,3811.0,4345.0
24,seed0,lastk,,8192.0,8192.0,8192.0,8008.0
25,seed0,lastk,,6871.0,7341.0,3903.0,1745.0
26,seed0,lastk,,7366.0,8192.0,8192.0,8192.0
27,seed0,lastk,,8192.0,8192.0,8192.0,8192.0
28,seed0,lastk,,8192.0,8192.0,8192.0,5318.0
29,seed0,lastk,,8192.0,8192.0,8192.0,8157.0
3,seed0,lastk,,2537.0,3649.0,3252.0,3087.0
4,seed0,lastk,,8192.0,8192.0,6754.0,8192.0
5,seed0,lastk,,8192.0,8192.0,8192.0,7942.0
6,seed0,lastk,,4689.0,8192.0,3682.0,4567.0
7,seed0,lastk,,8192.0,8192.0,7187.0,4031.0
8,seed0,lastk,,5298.0,4417.0,2819.0,2475.0
9,seed0,lastk,,8192.0,8192.0,6833.0,6119.0
0,seed0,postThink,,5329.0,3270.0,3071.0,3195.0
1,seed0,postThink,,2186.0,4275.0,2313.0,1908.0
10,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
11,seed0,postThink,,7629.0,8192.0,6254.0,8192.0
12,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
13,seed0,postThink,,6325.0,5854.0,6468.0,6329.0
14,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
15,seed0,postThink,,2866.0,2971.0,3292.0,3351.0
16,seed0,postThink,,1695.0,2218.0,2478.0,1756.0
17,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
18,seed0,postThink,,8192.0,2933.0,2763.0,3224.0
19,seed0,postThink,,8192.0,8192.0,5415.0,7598.0
2,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
20,seed0,postThink,,8192.0,8192.0,8192.0,8146.0
2024-I-1,seed0,postThink,,3655.0,2728.0,2715.0,2555.0
2024-I-10,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
2024-I-11,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
2024-I-12,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
2024-I-13,seed0,postThink,,7363.0,3861.0,7059.0,3524.0
2024-I-14,seed0,postThink,,8133.0,4792.0,2939.0,3786.0
2024-I-15,seed0,postThink,,2808.0,4148.0,3897.0,4864.0
2024-I-2,seed0,postThink,,4378.0,5597.0,3631.0,2650.0
2024-I-3,seed0,postThink,,3577.0,2662.0,2479.0,2820.0
2024-I-4,seed0,postThink,,2579.0,2516.0,1636.0,1990.0
2024-I-5,seed0,postThink,,6898.0,5797.0,4670.0,3913.0
2024-I-6,seed0,postThink,,5007.0,2803.0,2347.0,2341.0
2024-I-7,seed0,postThink,,3399.0,3364.0,5512.0,4022.0
2024-I-8,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
2024-I-9,seed0,postThink,,7736.0,8192.0,5974.0,4829.0
2024-II-1,seed0,postThink,,3764.0,3579.0,5826.0,4522.0
2024-II-10,seed0,postThink,,4071.0,3012.0,2409.0,2388.0
2024-II-11,seed0,postThink,,8192.0,8192.0,8192.0,5362.0
2024-II-12,seed0,postThink,,6250.0,4242.0,2935.0,1995.0
2024-II-13,seed0,postThink,,2986.0,3969.0,6604.0,3544.0
2024-II-14,seed0,postThink,,8192.0,8192.0,4619.0,3559.0
2024-II-15,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
2024-II-2,seed0,postThink,,4296.0,6569.0,5483.0,5256.0
2024-II-3,seed0,postThink,,5680.0,3551.0,2448.0,3028.0
2024-II-4,seed0,postThink,,5062.0,3232.0,2898.0,2634.0
2024-II-5,seed0,postThink,,5121.0,7409.0,5310.0,1441.0
2024-II-6,seed0,postThink,,3381.0,2742.0,2242.0,3353.0
2024-II-7,seed0,postThink,,8192.0,4239.0,8192.0,5131.0
2024-II-8,seed0,postThink,,8192.0,8192.0,8192.0,6169.0
2024-II-9,seed0,postThink,,8192.0,8192.0,8192.0,6147.0
21,seed0,postThink,,6598.0,7007.0,4785.0,3446.0
22,seed0,postThink,,6684.0,6968.0,4217.0,8192.0
23,seed0,postThink,,6321.0,4517.0,6560.0,3760.0
24,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
25,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
26,seed0,postThink,,8192.0,8192.0,4680.0,8192.0
27,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
28,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
29,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
3,seed0,postThink,,3353.0,2805.0,2032.0,2626.0
4,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
5,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
6,seed0,postThink,,5957.0,7253.0,4218.0,1921.0
7,seed0,postThink,,8192.0,8192.0,8192.0,8192.0
8,seed0,postThink,,6136.0,4888.0,4962.0,4214.0
9,seed0,postThink,,8192.0,8192.0,6267.0,8192.0
0,seed0,wait,,,,,
1,seed0,wait,,,,,
2,seed0,wait,,,,,
3,seed0,wait,,,,,
4,seed0,wait,,,,,
5,seed0,wait,,,,,
6,seed0,wait,,,,,
7,seed0,wait,,,,,
8,seed0,wait,,,,,
9,seed0,wait,,,,,
10,seed0,wait,,,,,
11,seed0,wait,,,,,
12,seed0,wait,,,,,
13,seed0,wait,,,,,
14,seed0,wait,,,,,
15,seed0,wait,,,,,
16,seed0,wait,,,,,
17,seed0,wait,,,,,
18,seed0,wait,,,,,
19,seed0,wait,,,,,
20,seed0,wait,,,,,
21,seed0,wait,,,,,
22,seed0,wait,,,,,
23,seed0,wait,,,,,
24,seed0,wait,,,,,
25,seed0,wait,,,,,
26,seed0,wait,,,,,
27,seed0,wait,,,,,
28,seed0,wait,,,,,
29,seed0,wait,,,,,
2024-I-3,seed0,wait,,,,,
2024-II-12,seed0,wait,,,,,
2024-I-12,seed0,wait,,,,,
2024-II-4,seed0,wait,,,,,
2024-I-11,seed0,wait,,,,,
2024-I-4,seed0,wait,,,,,
2024-II-3,seed0,wait,,,,,
2024-I-2,seed0,wait,,,,,
2024-II-11,seed0,wait,,,,,
2024-II-6,seed0,wait,,,,,
2024-I-1,seed0,wait,,,,,
2024-I-7,seed0,wait,,,,,
2024-I-6,seed0,wait,,,,,
2024-I-13,seed0,wait,,,,,
2024-II-7,seed0,wait,,,,,
2024-I-15,seed0,wait,,,,,
2024-II-10,seed0,wait,,,,,
2024-II-15,seed0,wait,,,,,
2024-II-14,seed0,wait,,,,,
2024-I-8,seed0,wait,,,,,
2024-II-1,seed0,wait,,,,,
2024-II-2,seed0,wait,,,,,
2024-I-9,seed0,wait,,,,,
2024-II-5,seed0,wait,,,,,
2024-I-14,seed0,wait,,,,,
2024-I-5,seed0,wait,,,,,
2024-II-13,seed0,wait,,,,,
2024-I-10,seed0,wait,,,,,
2024-II-8,seed0,wait,,,,,
2024-II-9,seed0,wait,,,,,
0,seed0,answer_only,,4052.0,2957.0,4075.0,3291.0
1,seed0,answer_only,,5223.0,2601.0,2305.0,3180.0
10,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
11,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
12,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
13,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
14,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
15,seed0,answer_only,,2221.0,3086.0,3384.0,3402.0
16,seed0,answer_only,,2648.0,2503.0,3076.0,2559.0
17,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
18,seed0,answer_only,,3778.0,4481.0,3424.0,3455.0
19,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
20,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-I-1,seed0,answer_only,,3658.0,2428.0,2768.0,3145.0
2024-I-10,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-I-11,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-I-12,seed0,answer_only,,7790.0,8192.0,8192.0,8192.0
2024-I-13,seed0,answer_only,,8019.0,8192.0,8192.0,7885.0
2024-I-14,seed0,answer_only,,5032.0,5026.0,5403.0,8192.0
2024-I-15,seed0,answer_only,,4513.0,8192.0,8192.0,8192.0
2024-I-2,seed0,answer_only,,7652.0,2017.0,1937.0,7436.0
2024-I-3,seed0,answer_only,,5215.0,4461.0,3905.0,2899.0
2024-I-4,seed0,answer_only,,2927.0,2014.0,3358.0,2743.0
2024-I-5,seed0,answer_only,,6090.0,8192.0,8192.0,8192.0
2024-I-6,seed0,answer_only,,3054.0,3122.0,3447.0,4589.0
2024-I-7,seed0,answer_only,,3094.0,2999.0,4077.0,3264.0
2024-I-8,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-I-9,seed0,answer_only,,8192.0,7172.0,5903.0,8192.0
2024-II-1,seed0,answer_only,,8192.0,8192.0,4186.0,8192.0
2024-II-10,seed0,answer_only,,8192.0,5985.0,8192.0,4801.0
2024-II-11,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-II-12,seed0,answer_only,,8192.0,4486.0,6590.0,4924.0
2024-II-13,seed0,answer_only,,4937.0,4545.0,4446.0,4188.0
2024-II-14,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-II-15,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-II-2,seed0,answer_only,,3572.0,8192.0,8192.0,6186.0
2024-II-3,seed0,answer_only,,8192.0,8192.0,5870.0,8192.0
2024-II-4,seed0,answer_only,,3487.0,3318.0,3965.0,3630.0
2024-II-5,seed0,answer_only,,6981.0,8192.0,7143.0,8053.0
2024-II-6,seed0,answer_only,,2702.0,3159.0,4645.0,3318.0
2024-II-7,seed0,answer_only,,8192.0,8192.0,8192.0,7404.0
2024-II-8,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
2024-II-9,seed0,answer_only,,8192.0,8192.0,7017.0,8086.0
21,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
22,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
23,seed0,answer_only,,6433.0,8192.0,6673.0,5531.0
24,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
25,seed0,answer_only,,8192.0,7944.0,8192.0,8192.0
26,seed0,answer_only,,8192.0,5727.0,8192.0,7476.0
27,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
28,seed0,answer_only,,8192.0,5436.0,8192.0,8192.0
29,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
3,seed0,answer_only,,4747.0,7042.0,3170.0,3028.0
4,seed0,answer_only,,8192.0,8192.0,6284.0,8192.0
5,seed0,answer_only,,7998.0,8192.0,8192.0,5176.0
6,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
7,seed0,answer_only,,6225.0,8192.0,8192.0,8192.0
8,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
9,seed0,answer_only,,8192.0,8192.0,8192.0,8192.0
0,seed1,backtracking,3322.0,4259.0,4120.0,2589.0,2346.0
1,seed1,backtracking,2748.0,1783.0,2235.0,3635.0,2598.0
10,seed1,backtracking,6848.0,4441.0,8192.0,8192.0,4103.0
11,seed1,backtracking,8192.0,5414.0,4239.0,4654.0,4853.0
12,seed1,backtracking,8192.0,8192.0,8192.0,8192.0,8192.0
13,seed1,backtracking,8192.0,7965.0,8192.0,5028.0,3517.0
14,seed1,backtracking,8192.0,8192.0,8192.0,8192.0,8192.0
15,seed1,backtracking,4971.0,3034.0,3045.0,3431.0,3589.0
16,seed1,backtracking,3723.0,2572.0,2473.0,3043.0,2832.0
17,seed1,backtracking,8192.0,8192.0,6491.0,8192.0,8192.0
